Administrative_Duration,Informational_Duration,ProductRelated,BounceRates,ExitRates,PageValues,SpecialDay,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
374,0,83,0.013636364,0.025536616,0,0.6,3,2,1,1,0,0,0
0,0,9,0,0.022222222,0,0,2,7,2,11,0,0,0
0,0,38,0.022222222,0.037962963,0,0.2,2,2,7,11,0,0,0
0,109,23,0,0.012820513,56.35884615,0,4,2,1,19,0,1,1
41,0,30,0,0.003448276,54.21806897,0,2,2,1,2,0,0,1
15,0,29,0.011555556,0.046190476,0,0.8,2,4,7,3,0,0,0
0,0,18,0.013888889,0.01957672,0,0,2,2,1,1,0,0,0
11,0,11,0,0.018181818,0,0,2,2,1,4,1,1,0
0,134.3333333,16,0.006666667,0.006,0,0.8,2,10,1,1,0,0,0
0,0,20,0,0.005555556,0,0.6,1,1,1,2,0,0,0
9,0,12,0,0.023076923,9.641076923,0.4,2,2,8,2,1,0,1
0,0,2,0,0.05,0,0,3,2,3,15,0,0,0
0,0,48,0.016666667,0.051215278,0,0.6,3,2,1,13,0,0,0
54.63636364,75,67,0,0.027327327,4.148878378,0,2,2,7,4,0,0,0
0,0,12,0,0.006666667,0,0.6,2,2,1,2,0,0,0
45,0,8,0,0.011111111,0,0,1,1,1,4,0,0,0
44.33333333,0,19,0,0.01,20.0031,0,2,2,1,2,0,0,1
0,0,2,0.2,0.2,0,0.6,2,2,7,3,0,0,0
738,0,21,0,0.015277778,0,0,2,2,1,2,0,1,0
0,0,1,0.2,0.2,0,0,1,1,9,4,0,1,0
0,0,6,0.033333333,0.022222222,0,0,1,1,1,3,0,1,0
72,0,10,0,0.02,0,0,2,2,6,1,0,0,0
0,3,51,0.001923077,0.020120574,7.793528571,0,2,2,3,2,0,0,0
12,0,18,0,0.005,0,0,2,4,4,2,0,0,0
468.3666667,88,114,0,0.001680672,42.41914286,0,2,2,2,14,0,1,1
55.5,0,4,0.022222222,0.037037037,0,1,3,2,6,3,0,1,0
283.6666667,17,27,0.036781609,0.047660099,0,0,1,2,1,3,0,1,0
0,0,22,0.133333333,0.148917749,0,0,3,2,1,13,0,0,0
0,0,4,0.1,0.15,0,0.6,2,2,1,3,0,0,0
0,0,14,0.028571429,0.042857143,0,0,2,2,3,3,0,0,0
0,0,3,0.066666667,0.133333333,0,1,3,2,3,3,0,1,0
0,0,14,0.085714286,0.092142857,0,0,3,2,1,13,0,0,0
0,0,9,0,0.022222222,0,0.2,2,2,1,3,0,0,0
53.5,0,26,0,0.019605911,0,0,2,2,4,2,0,0,0
0,0,10,0.02,0.06,0,0.8,2,4,3,1,0,0,0
132,0,20,0.011111111,0.027407407,36.51581481,0,1,1,1,2,0,0,1
0,0,20,0.074074074,0.083333333,0,0.6,3,3,3,4,0,0,0
101,0,7,0.02,0.04,0,0,2,5,4,4,0,0,0
0,0,65,0.023794872,0.031250162,0,0.8,3,2,6,3,0,0,0
0,0,11,0.018181818,0.063636364,0,0,2,2,3,13,0,0,0
109,0,9,0,0.0125,0,0,2,4,1,4,1,1,0
278.8333333,15,38,0.004651163,0.022868217,4.247372093,0,2,5,1,3,0,0,0
0,0,15,0,0.016666667,0,0.2,2,2,6,4,0,0,0
0,0,27,0.021428571,0.067857143,0,0,4,1,3,3,0,0,0
0,0,9,0.077777778,0.088888889,0,0,1,1,3,2,0,1,0
0,0,11,0.02,0.03,0,0,2,2,9,4,0,1,0
0,0,5,0,0.04,0,0.6,2,2,3,1,0,0,0
0,0,22,0.009090909,0.026060606,0,1,2,2,4,3,0,1,0
21.5,323,14,0,0.001904762,0,0,2,2,8,2,1,0,0
0,0,18,0.038888889,0.072222222,0,0,4,1,1,2,0,1,0
250.8571429,37.5,71,0,0.004054054,80.58733784,0,2,4,1,1,0,0,0
0,0,15,0.015384615,0.007692308,0,0,2,5,3,6,0,1,0
545,101.5,53,0.004098361,0.02454223,2.227278689,0.8,3,2,1,4,0,0,0
0,0,2,0.2,0.2,0,0,2,2,6,1,0,1,0
0,0,3,0,0.066666667,0,0,2,2,4,13,0,0,0
60,0,4,0,0.033333333,0,0,2,2,9,5,1,0,0
0,0,6,0.033333333,0.022222222,44.99,0,3,2,2,5,0,0,1
13,53,16,0,0.006666667,0,0,1,1,1,1,0,0,0
37.3,166,67,0.039495923,0.04474971,2.341419718,0,3,2,3,2,0,1,0
0,0,4,0.125,0.175,0,0.8,2,2,4,1,0,0,0
68,0,36,0.007894737,0.028070175,0,0.8,2,2,1,3,0,0,0
0,0,57,0.003508772,0.018421053,0,0,2,2,3,13,0,0,0
0,0,10,0,0.002272727,0,0,2,4,1,1,0,0,0
0,0,17,0.041176471,0.067647059,0,0.4,1,1,4,3,0,0,0
237.8333333,0,66,0.005882353,0.029549127,0,1,2,2,7,4,0,1,0
0,0,17,0.011764706,0.052941176,0,0.8,2,2,2,6,0,0,0
120.6666667,0,8,0,0.01,0,0,2,7,1,2,1,0,0
0,0,3,0.1,0.125,0,0.8,3,2,1,13,0,0,0
119,86,25,0,0.013076923,15.40042308,0,1,1,7,4,0,0,0
0,0,13,0,0.016666667,0,0,2,2,7,2,1,0,0
0,0,54,0.003703704,0.014814815,0,0,4,1,1,4,0,0,0
0,0,1,0.2,0.2,0,0.2,2,2,1,13,0,0,0
0,0,1,0.2,0.2,0,0,2,2,4,1,0,0,0
7,0,21,0.047619048,0.068253968,0,0,2,5,1,3,0,0,0
65,0,13,0.033333333,0.05,0,0,2,6,3,3,0,0,0
0,0,4,0,0.05,0,0.6,2,2,1,13,0,0,0
1764,0,3,0,0.033333333,0,0,3,2,4,5,1,0,0
68,0,20,0,0.020175439,0,0,2,4,3,3,0,0,0
0,0,7,0.028571429,0.095238095,0,0,2,2,1,3,0,0,0
0,0,9,0.044444444,0.1,0,0,2,2,1,1,0,0,0
0,0,72,0.002857143,0.007277211,0,0,2,2,1,4,0,1,0
63.66666667,0,26,0.008333333,0.03125,0,0,3,2,5,4,0,0,0
0,0,28,0.023214286,0.036309524,0,0.6,3,2,1,6,0,0,0
0,0,4,0,0.066666667,0,0,3,2,4,3,0,0,0
0,0,2,0,0.1,0,0,1,1,3,3,0,0,0
0,0,1,0.2,0.2,0,0,1,1,1,3,0,0,0
37.5,0,12,0,0.039583333,43.99,0,2,2,3,2,0,0,1
312,0,18,0,0.002105263,0,0,3,2,1,18,0,1,0
0,0,7,0,0.057142857,0,0,4,2,3,3,0,0,0
299,41,36,0,0.002631579,0,0,2,2,2,4,1,1,0
0,39,14,0.012,0.058222222,0,0,2,2,1,6,0,0,0
0,313,6,0.028571429,0.085714286,0,1,2,2,7,2,0,1,0
0,0,23,0.1,0.121212121,0,0.8,2,2,7,3,0,0,0
0,0,2,0.1,0.15,0,0,3,2,1,4,0,0,0
0,0,5,0.12,0.133333333,0,1,1,1,4,3,0,1,0
0,0,2,0,0.1,0,0.8,2,2,1,2,0,0,0
93.5,0,23,0,0.013768116,0,0,2,2,3,3,1,0,0
0,0,13,0.019230769,0.080769231,0,0.8,2,2,1,1,0,0,0
0,0,22,0,0.00952381,10.51809524,0,2,2,7,4,0,1,1
0,0,1,0.2,0.2,0,0,2,2,6,13,0,0,0
67,0,59,0,0.003278689,0,0.2,2,2,3,2,0,0,0
0,0,7,0.028571429,0.057142857,0,0.6,2,2,1,4,0,0,0
251.8666667,0,60,0.005970149,0.011984127,13.09154641,0,2,2,2,1,0,0,0
121,0,17,0.017647059,0.051764706,0,0,1,4,2,2,0,0,0
71,246,39,0,0.009756098,0,0,3,2,1,2,0,1,0
0,0,14,0.092857143,0.116666667,0,0.4,3,2,3,13,0,0,0
110,0,39,0,0.016744186,12.73144186,0,4,1,8,4,0,0,0
0,0,25,0.008,0.024698413,0,0.6,1,1,3,3,0,0,0
136.6666667,7,25,0.013793103,0.014022989,5.078114943,0,1,2,3,4,1,0,0
0,0,12,0.133333333,0.166666667,0,0.6,2,2,1,3,0,0,0
8,0,29,0.007142857,0.029591837,10.98707143,0,1,1,3,4,0,0,1
167.1666667,348,172,0.000555556,0.009603919,1.418440397,0.4,2,7,7,3,0,0,0
15,0,10,0,0.022222222,0,0,2,4,4,2,0,0,0
142.7,0,29,0.025806452,0.031075269,0,0,3,2,2,4,0,0,0
114,0,24,0.092592593,0.114285714,0,0.4,3,2,4,3,0,0,0
0,0,3,0.066666667,0.133333333,0,0.6,2,2,1,1,0,0,0
0,0,8,0,0.075,0,0,2,5,3,2,0,1,0
86,0,26,0,0.007142857,0,0,2,10,2,5,1,0,0
0,0,6,0,0.016666667,0,0,2,4,3,3,0,0,0
147,0,36,0.015384615,0.033333333,0,0,2,2,6,3,0,0,0
0,0,16,0.053571429,0.070238095,0,0,3,2,2,3,0,0,0
47,0,6,0.0125,0.0375,0,0,1,2,2,2,0,0,0
0,0,60,0.006779661,0.025141243,0,0.6,2,4,3,3,0,0,0
0,0,8,0,0.014285714,0,0,3,2,6,4,0,0,0
0,0,7,0,0.016666667,14.98333333,0.4,4,1,2,2,1,0,1
276.8666667,0,19,0,0.007674572,5.744057971,0,3,2,1,2,0,1,0
0,0,7,0.00952381,0.026984127,0,0,1,1,1,6,0,0,0
0,17,8,0.022222222,0.044444444,0,0.6,1,1,6,3,0,0,0
132,0,6,0.044444444,0.066666667,0,0,3,2,2,13,0,0,0
64,0,15,0,0.007142857,0,0,2,4,2,2,0,0,0
103.5,0,28,0,0.011326165,0,0,1,1,1,4,0,0,0
0,0,4,0,0.05,0,0.4,2,4,2,4,0,0,0
0,0,19,0.024561404,0.066233766,0,1,2,10,1,1,0,1,0
23,0,14,0,0.011764706,0,0,2,4,2,2,1,0,0
1321.25,0,7,0,0.04,0,0.2,3,2,2,2,0,0,0
190.5833333,1131,46,0.019090909,0.043948052,8.567142857,0,2,6,6,6,0,0,0
7,0,7,0,0.025,50.9925,0,2,2,1,1,0,0,1
67,0,60,0.034920635,0.038095238,0,0,2,2,6,3,0,0,0
131,0,39,0.020075188,0.03374269,0,0.2,1,1,3,4,0,0,0
46,0,13,0,0.008333333,0,0,2,2,1,4,0,0,0
67,0,7,0.0125,0.035,0,0,3,2,1,1,0,0,0
77,335,33,0.02,0.045170068,11.15734286,0,2,2,3,11,0,1,0
0,0,13,0.015384615,0.029230769,0,0,3,2,4,3,0,0,0
0,0,1,0.2,0.2,0,0,1,1,4,3,0,0,0
0,0,4,0,0.05,0,0,2,2,6,2,0,0,0
0,0,9,0,0.055555556,0,1,2,4,2,3,0,1,0
0,0,66,0.010606061,0.046262626,0,0.8,2,5,2,6,0,0,0
0,15,93,0.017204301,0.023117504,0,0,1,1,5,4,0,0,0
7,0,11,0.018181818,0.072727273,0,0.8,1,1,1,3,0,0,0
0,2.5,14,0.013333333,0.023333333,0,1,3,2,3,3,0,1,0
15,0,23,0.025,0.05,0,0.6,2,2,6,6,0,0,0
397.8333333,0,28,0,0.015053763,0,0,3,2,7,6,0,0,0
0,0,7,0.057142857,0.107142857,0,0.8,2,4,5,6,0,0,0
0,55,38,0.000877193,0.018859649,0,0,2,2,2,4,0,0,0
251,104,15,0,0.004166667,0,0,2,10,6,1,0,0,0
0,0,18,0.010526316,0.033684211,0,0,2,2,1,1,0,0,0
0,0,16,0.016666667,0.040625,0,0,2,6,1,1,0,0,0
0,0,6,0.011111111,0.077777778,0,0,2,4,2,6,0,0,0
203,0,28,0.033333333,0.057619048,0,0,2,2,7,1,0,0,0
0,0,29,0.020689655,0.01954023,0,0,3,2,1,3,0,0,0
232.4,0,6,0.042857143,0.061904762,0,0,1,1,1,3,0,1,0
0,0,14,0.014285714,0.04047619,0,0.6,3,2,8,13,0,0,0
0,0,49,0,0.00625,0,0,2,2,3,1,0,0,0
0,0,9,0,0.011428571,92.83857143,0,3,2,1,5,0,1,1
0,0,7,0.028571429,0.071428571,0,0.8,1,1,1,1,0,0,0
0,0,21,0.09047619,0.121428571,0,0.6,3,2,1,13,0,0,0
22.33333333,0,105,0.009433962,0.021263103,0,0,2,2,8,4,0,1,0
54,0,15,0,0.010526316,0,0,2,2,6,2,0,0,0
0,0,3,0.066666667,0.133333333,0,0.6,1,8,4,20,0,0,0
23,0,7,0,0.033333333,0,0,2,2,1,13,1,0,0
116,0,16,0.017647059,0.03627451,0,0,3,2,2,18,0,0,0
26,140.8333333,65,0.00952381,0.038958835,8.08875,0,2,2,3,6,0,0,0
90.5,0,37,0,0.005555556,0,0,2,2,5,2,1,0,0
0,0,72,0,0.01875,0,0.8,2,5,1,6,0,0,0
159.7166667,20,39,0.00974026,0.019066142,16.42363253,0,1,1,1,13,0,0,0
0,0,14,0,0.007692308,0,0,2,2,7,4,0,1,0
0,0,31,0,0.007881773,0,0,2,6,1,2,0,0,0
0,0,1,0.2,0.2,0,0,2,4,1,6,0,0,0
18,16,33,0.006060606,0.033333333,0,0,2,4,1,4,0,0,0
156,201,14,0.0125,0.012291667,0,0,1,1,6,3,0,1,0
47,51,16,0,0.021052632,0,1,3,2,3,4,1,1,0
766.8333333,0,217,7.09E-05,0.005893497,0,0,2,2,1,6,0,1,0
0,0,23,0.043478261,0.068115942,0,0,2,4,3,6,0,0,0
0,0,7,0.052380952,0.10952381,0,0,3,3,9,1,0,0,0
0,0,4,0.05,0.1,0,0.4,1,1,1,3,0,0,0
0,0,7,0,0.057142857,0,0,4,1,3,3,0,0,0
318.6666667,0,32,0.006451613,0.010752688,37.60935484,0,2,2,1,2,0,1,0
63,16,187,0.003108808,0.011118588,10.80188719,0,4,1,2,2,0,0,0
0,0,2,0,0.1,0,0,1,8,3,2,0,0,0
14,0,30,0.027083333,0.042083333,12.6534375,0,3,2,3,1,0,0,0
5.384615385,0,36,0.01372549,0.02254902,19.1127451,0,2,2,6,4,0,1,0
0,0,31,0,0.026938057,0,0.8,2,2,7,1,0,0,0
0,0,3,0,0.066666667,0,0,2,2,4,1,0,1,0
15,0,12,0.015384615,0.028205128,0,0,3,2,6,1,0,0,0
147.5,37.5,25,0.007142857,0.028571429,16.70657143,0,2,2,3,3,0,0,1
10,17,21,0,0.013043478,0,0,2,2,4,4,0,0,0
0,0,24,0.008333333,0.026388889,0,0.4,2,4,2,3,0,0,0
0,0,5,0.16,0.18,0,0.4,1,2,2,4,0,0,0
0,0,12,0,0.025,0,0.8,1,2,3,4,0,0,0
0,0,2,0,0.05,0,0,3,3,3,1,0,0,0
0,0,8,0,0.014285714,59.988,0,2,2,1,2,1,0,1
131.2,27,21,0.017391304,0.020652174,7.091478261,0,3,2,3,4,0,1,1
61.5,0,6,0,0.022222222,0,0.2,2,2,1,2,0,0,0
386,25,31,0.010909091,0.017482517,0,0,2,6,2,5,0,1,0
179.5,0,22,0,0.004266667,0,0,3,3,1,15,0,1,0
0,0,1,0.2,0.2,0,0,3,2,1,13,0,0,0
0,0,14,0.039285714,0.092857143,0,0,2,4,2,4,0,1,0
0,0,6,0.142857143,0.157142857,0,0.6,3,2,1,13,0,0,0
45.5,58,6,0,0.0125,0,0,3,2,6,2,1,1,0
0,0,7,0,0.057142857,0,0,1,1,1,3,0,0,0
26.66666667,0,159,0.004113924,0.013428813,14.75911588,0,2,2,5,2,0,0,0
0,0,5,0.04,0.073333333,0,0,3,2,1,3,0,0,0
91,0,4,0,0.033333333,0,0,2,2,1,13,0,0,0
0,0,15,0,0.04,0,0,2,2,1,3,0,1,0
0,0,20,0.028571429,0.05952381,0,0.8,3,2,1,3,0,0,0
0,0,7,0,0.057142857,0,0,1,1,6,4,0,1,0
44.75,0,7,0.066666667,0.074074074,0,0.4,3,2,2,13,0,0,0
53,0,38,0.016923077,0.013931624,0,0.2,1,1,3,3,0,0,0
49,0,4,0,0.013333333,0,0,1,1,1,3,0,1,0
53,0,13,0,0.018181818,72.788,0.4,1,1,1,3,1,0,1
0,0,2,0,0.1,0,0,2,2,3,2,1,0,0
0,0,15,0,0.014285714,14.55428571,0,2,2,3,2,0,0,1
225,0,6,0,0.014285714,0,0,3,2,1,4,1,0,0
108,42,32,0.02195122,0.030226481,11.19263415,0,1,1,1,4,0,0,0
90,0,3,0,0.013333333,0,0,3,2,7,2,0,0,0
84,0,25,0.017391304,0.038405797,0,0,3,2,4,3,0,0,0
0,0,20,0.01,0.038333333,0,0.6,2,4,1,3,0,0,0
33,0,54,0.003773585,0.011320755,0,0,2,2,4,4,0,0,0
368.8333333,0,115,0.006837607,0.0220259,0,0.4,2,2,3,13,0,0,0
73.5,0,79,0.045356473,0.05909564,2.39491796,0,2,2,6,1,0,0,0
68.66666667,0,11,0.01547619,0.032291667,0,0,2,2,4,2,0,0,0
0,0,97,0.004166667,0.027083333,0,0.8,2,2,3,2,0,0,0
45,87,26,0.008,0.016,0,0,1,1,1,2,0,1,0
839,0,72,0,0.002597403,13.36332468,0,3,2,6,3,0,1,0
402.5,0,38,0.006818182,0.015649351,27.7134,0,3,2,1,7,0,0,0
0,0,4,0,0.05,0,0.6,2,4,1,3,0,0,0
33,0,57,0,0.005858586,0,0,2,2,2,1,0,0,0
19,0,24,0.008695652,0.017391304,64.33043478,0,2,2,9,3,1,0,0
0,0,13,0.142857143,0.154761905,0,0.8,3,2,7,13,0,0,0
51,176,37,0,0.012612613,102.3538378,0,2,5,7,4,0,1,1
0,0,5,0,0.04,0,0,2,2,3,2,0,1,0
0,0,8,0.0375,0.070833333,0,0.6,3,2,1,2,0,0,0
31,0,10,0,0.022222222,0,0,1,1,1,1,0,1,0
21.33333333,0,3,0,0.0125,0,0,3,2,4,4,0,1,0
71.5,37,15,0,0.001234568,0,0,1,1,3,2,0,0,0
51,222,21,0,0.007142857,0,0,2,2,1,4,1,0,0
0,0,8,0,0.014285714,0,0,2,4,1,2,0,0,0
72.5,0,10,0,0.018181818,100.0963636,0,2,2,1,2,0,0,1
0,0,81,0.012345679,0.025308642,0,0.6,1,8,3,2,0,0,0
0,0,16,0,0.01875,0,0,2,2,1,4,0,0,0
71.3,0,18,0.010526316,0.045438596,0,0.8,3,2,8,13,0,0,0
0,0,9,0,0.02962963,0,0,2,4,3,3,0,0,0
0,0,56,0.004285714,0.022295918,0,0.8,4,1,1,4,0,0,0
0,0,8,0,0.022222222,0,0,2,2,1,1,0,0,0
37,16,18,0,0.004545455,0,0,2,5,1,6,0,0,0
0,0,17,0,0.0375,0,0,2,4,4,3,0,0,0
30,134,31,0,0.001470588,0,0,2,2,7,18,1,0,0
23,0,31,0,0.006451613,0,0,2,2,9,3,0,0,0
0,0,7,0.028571429,0.057142857,0,0,2,4,3,3,0,0,0
4,0,37,0.013888889,0.039814815,0,0.8,2,2,4,2,0,0,0
0,0,3,0,0.066666667,0,0,2,2,1,4,0,0,0
0,0,2,0,0.05,0,0,1,1,6,3,0,0,0
105,0,16,0,0.01875,0,0.2,1,8,3,11,0,0,0
0,0,8,0.025,0.05,0,0,2,2,4,13,0,1,0
4,0,36,0.011111111,0.041898148,0,1,3,2,3,1,0,1,0
0,0,4,0,0.025,0,0,1,1,4,4,0,0,0
0,0,7,0.028571429,0.085714286,0,0.6,2,2,3,3,0,0,0
0,0,2,0,0.1,0,0.4,4,1,4,3,0,0,0
20.5,13,57,0,0.022947455,13.40247586,0,2,2,1,4,0,0,0
38,0,16,0.038888889,0.045198413,18.66333333,0,3,2,4,4,0,1,0
6,0,24,0.018181818,0.022727273,0,0.6,3,2,1,3,0,0,0
112.3333333,0,55,0,0.028576998,8.903557895,0,2,2,3,1,0,0,0
0,0,20,0.001754386,0.005789474,0,1,1,8,1,19,0,1,0
0,0,6,0.15,0.183333333,0,0.6,2,2,3,1,0,0,0
245.4666667,0,57,0.006896552,0.030172414,0,0,4,2,3,6,0,0,0
86.16666667,13,55,0.015577078,0.019159146,9.139760775,0,2,2,1,2,0,1,0
0,0,2,0.2,0.2,0,0,2,2,6,13,0,0,0
10,47.66666667,34,0,0.0125,0,0,2,2,3,6,0,0,0
0,0,6,0,0.072222222,0,0,1,1,8,3,0,0,0
104.5,54,25,0,0.024074074,0,0.8,2,6,1,4,0,0,0
0,0,17,0.047058824,0.076470588,0,0.8,2,2,1,3,0,0,0
0,0,26,0.003846154,0.034935897,0,0,2,7,1,2,0,0,0
0,0,20,0.01,0.04,0,0,2,4,3,1,0,0,0
0,0,1,0,0.1,0,0,1,1,1,3,0,0,0
0,0,141,0.004316547,0.018798094,0,0.8,2,2,4,3,0,0,0
177,500,88,0.008163265,0.025918367,5.479532313,0.6,4,2,8,4,0,0,0
0,161.5,60,0,0.005026455,31.31885714,0,2,2,6,2,0,0,1
129.5,0,33,0,0.005882353,0,0,2,5,2,4,0,1,0
52,0,13,0.014285714,0.042857143,0,0.2,3,2,1,13,0,0,0
0,0,26,0.005555556,0.031388889,0,0,4,1,4,6,0,1,0
0,0,50,0,0.008746356,0,0.2,2,2,3,1,0,0,0
25.5,0,13,0,0.013333333,19.78533333,0,3,2,4,1,0,1,1
0,0,1,0.2,0.2,0,0.8,4,1,1,4,0,0,0
87.25,0,56,0.032738095,0.063214286,0,0.8,2,4,3,3,0,0,0
57.5,0,27,0.014814815,0.016722783,7.108148148,0,2,2,3,13,0,0,0
0,0,7,0,0.00952381,0,0,1,1,1,2,0,0,0
50.66666667,0,85,0.014942529,0.039042146,0,1,2,2,3,6,0,1,0
41,9.307692308,49,0.012,0.025444444,0,0.6,2,2,6,3,0,0,0
294.5,231.7,24,0,0.015196078,9.877647059,0,2,4,3,3,0,0,1
0,0,12,0.01,0.03,0,0,1,1,6,4,0,0,0
362,61,17,0,0.005,0,0,2,2,2,1,0,0,0
0,0,6,0,0.016666667,0,0.8,2,2,3,4,0,0,0
96,313,65,0.012206573,0.030146368,6.147633803,0,3,2,3,4,0,1,0
0,0,80,0.01875,0.041944444,0,0.4,2,4,7,2,0,0,0
157,0,41,0,0.013043478,4.430347826,0.2,2,6,2,13,0,0,0
0,0,5,0.05,0.045,0,0,1,1,1,2,0,1,0
820.8,29.5,59,0.010447761,0.030795428,12.44030746,0,2,4,4,2,0,1,0
0,0,31,0.038709677,0.069892473,0,0.6,1,1,1,15,0,0,0
0,0,16,0.0125,0.046875,0,0,1,1,1,3,0,0,0
0,0,3,0,0.033333333,0,0,2,10,5,4,0,1,0
157,60,24,0.015151515,0.033760684,5.689554113,0,2,2,1,7,0,0,0
316.8333333,13,73,0.008333333,0.02475118,2.323162162,0.2,3,2,1,13,0,0,0
17,0,14,0,0.0375,0,0.4,2,2,3,3,0,0,0
0,0,1,0.2,0.2,0,0,2,2,7,4,0,0,0
0,0,43,0.004651163,0.006976744,0,0.8,2,6,1,1,0,0,0
0,0,4,0,0.075,0,0,4,1,3,3,0,1,0
0,0,68,0.002941176,0.011470588,0,0,2,2,1,13,0,0,0
235,0,23,0,0.008333333,45.6125,0,3,2,7,2,1,0,1
367,0,85,0,0.016080586,3.926014129,0,3,2,6,4,0,1,1
51.01923077,0,133,0.004890511,0.0122463,1.786819082,0,2,2,3,3,0,0,0
165,0,59,0.007526882,0.019247312,8.126193548,0,2,2,1,2,0,0,1
0,0,19,0,0.011111111,115.98,0,2,2,6,2,1,1,1
0,0,6,0,0.016666667,0,0,1,1,7,2,0,1,0
0,0,3,0.066666667,0.133333333,0,0,3,2,1,3,0,0,0
0,0,9,0.033333333,0.040740741,0,0,1,1,5,4,0,0,0
0,0,7,0.028571429,0.038095238,0,0,1,1,3,3,0,0,0
0,0,41,0.045238095,0.078571429,0,0.8,2,6,1,6,0,0,0
175,0,6,0,0.018181818,0,0,1,1,4,2,0,1,0
4,0,31,0,0.007758621,0,0,2,6,2,11,1,0,0
0,0,11,0.054545455,0.072727273,0,0.8,2,2,1,2,0,0,0
0,0,8,0,0.025,0,0,2,2,3,4,0,0,0
0,0,1,0.2,0.2,0,0,3,2,6,1,0,1,0
38.16666667,0,5,0,0.0125,0,0,1,1,5,3,0,0,0
0,0,16,0,0.0375,0,0,4,1,7,1,0,0,0
375.2785714,0,156,0.010009921,0.029074729,2.992267778,1,2,2,6,1,0,1,0
0,0,3,0.2,0.2,0,0,1,1,4,4,0,1,0
143,29,3,0,0.042857143,0,0.4,2,2,4,3,1,0,0
0,0,53,0,0.026415094,0,0.4,2,2,3,6,0,0,0
139,109,33,0.002777778,0.006415344,0,0,1,1,1,15,0,1,0
9,0,111,0,0.015775776,2.797414715,0.4,2,2,8,3,0,0,1
0,0,36,0.029166667,0.018068783,0,1,1,1,7,3,0,1,0
8,0,35,0.004166667,0.023611111,0,0,2,10,6,4,0,1,0
96.25,0,26,0,0.006451613,42.95612903,0,2,2,1,1,0,0,1
0,0,15,0.026666667,0.055555556,0,0,2,2,4,3,0,0,0
72,6,84,0.005102041,0.021451247,0,0,2,2,5,6,0,0,0
40.66666667,0,49,0,0.007692308,4.272807692,0,2,2,1,2,0,1,0
0,0,59,0.003508772,0.016621682,2.790473684,0,2,2,5,4,0,0,0
0,0,3,0.1,0.111111111,0,0,1,2,1,6,0,1,0
4,0,4,0,0.08,0,1,2,2,3,1,0,1,0
0,0,2,0,0.1,0,0.8,1,1,4,1,0,0,0
0,0,6,0,0.033333333,0,0,2,2,3,1,0,1,0
38.33333333,0,68,0.009758454,0.029851908,12.76243133,1,2,2,2,2,0,1,0
0,707.5,51,0.003389831,0.015404896,0,0.4,2,2,8,3,0,0,0
114.6666667,0,14,0.08,0.097777778,0,0.8,3,2,3,13,0,0,0
0,0,1,0.2,0.2,0,0,1,1,4,1,0,1,0
0,0,5,0,0.05,0,0,3,2,1,4,0,1,0
9,49,25,0,0.015384615,31.75846154,0,2,2,9,6,0,0,1
142.3,0,108,0.001785714,0.007142857,0,0.8,2,2,1,6,0,0,0
180,258,61,0.009090909,0.035239899,0,0,2,2,4,4,0,0,0
87,0,106,0.000628931,0.009577934,0,0,4,2,3,6,0,0,0
339.1666667,0,20,0,0.004545455,0,0,1,2,3,2,0,0,0
133,0,19,0,0.01,0,0,1,1,1,2,0,0,0
0,0,3,0.033333333,0.166666667,0,1,3,2,1,4,0,1,0
0,0,13,0.023931624,0.03956044,0,0.8,2,2,4,3,0,0,0
0,0,13,0.015384615,0.023076923,0,0,2,4,3,1,0,0,0
0,0,2,0,0.1,0,0,2,5,1,6,0,0,0
64,0,29,0,0.007142857,42.89057143,0,2,2,1,3,0,0,1
0,0,7,0.028571429,0.057142857,0,0,2,2,1,4,0,0,0
0,222,25,0.007692308,0.024358974,0,0,2,4,1,2,0,0,0
24.5,0,46,0,0.006382979,107.2170213,0,2,2,2,4,0,0,1
0,0,1,0.2,0.2,0,0,2,2,3,2,0,0,0
0,0,25,0.004,0.052,0,0,2,2,1,19,0,0,0
0,0,2,0,0.1,0,0,1,1,6,1,0,1,0
0,0,10,0,0.022222222,40.43377778,0,2,2,1,4,1,0,1
41,0,34,0.01375,0.024214286,0,0,1,1,3,2,0,0,0
81.5,21,18,0.00952381,0.016825397,0,0,1,1,1,2,0,1,0
0,0,2,0.2,0.2,0,0,2,2,3,6,0,0,0
219.25,31,18,0,0.007666667,37.6992,0,1,1,1,5,1,0,0
0,0,1,0.2,0.2,0,0,2,2,6,3,0,0,0
0,0,12,0.005555556,0.040833333,0,0,1,1,2,3,0,1,0
0,0,16,0,0.014285714,21.588,0.8,2,2,9,4,1,0,1
0,0,3,0,0.066666667,0,0,1,1,6,3,0,0,0
0,0,10,0,0.022222222,0,0,2,2,8,4,0,0,0
11,0,104,0.003921569,0.020140056,0,0,2,2,1,6,0,1,0
0,0,12,0,0.033333333,0,0,2,4,6,1,0,0,0
0,74,6,0,0.058333333,0,0.4,2,2,1,2,0,0,0
35,0,10,0,0.02,0,0,2,2,1,3,1,0,0
0,0,7,0.014285714,0.074285714,0,0,2,4,7,1,0,1,0
78.3,120,87,0.004301075,0.008090118,30.80927957,0.6,2,2,3,2,0,0,1
120,64,52,0.010344828,0.018390805,17.24870115,0,2,2,2,13,0,0,1
5,0,7,0.114285714,0.123809524,0,0.4,1,1,4,15,0,0,0
